$0.085$ & $0.102$ & $1.128$ & $0.216$ \\
$0.029$ & $0.047$ & $0.464$ & $0.868$ \\
$0.059$ & $0.029$ & $0.635$ & $0.015$ \\
$0.006$ & $0.105$ & $0.890$ & $0.551$ \\
