$11.195$ & $0.566$ & $2.456$ & $25.478$ \\
$0.704$ & $0.144$ & $1.788$ & $6.800$ \\
$1.103$ & $0.829$ & $2.183$ & $6.265$ \\
$0.173$ & $0.689$ & $4.487$ & $4.877$ \\
