$94.279$ & $98.336$ & $96.964$ & $94.891$ \\
$93.219$ & $96.541$ & $93.337$ & $97.123$ \\
$97.381$ & $98.979$ & $96.344$ & $96.323$ \\
$97.886$ & $96.996$ & $95.524$ & $97.862$ \\
